time;x;y;z;speed x;speed y;speed z;roll;pitch;yaw;pX|X;pX|Y;pX|Z;pY|X;pY|Y;pY|Z;pZ|X;pZ|Y;pZ|Z;roll Scalar;pitch Scalar;yaw Scalar;accelerate;roll Input;pitch Input;yaw Input
19,9398;2178,63;90,68446;7,247559;112,2474;-7,788858;-3,619116;65,1372;1,666948;93,40269;0,001392692;-0,9069334;-0,4212722;-0,06606153;0,4202687;-0,9049919;0,9978148;0,02909043;-0,0593282;0,420269;0,02909043;-0,0593282;1;-1;0;0
19,9565;2180,505;90,56297;7,188721;112,2486;-7,644877;-3,704188;62,90998;1,798418;93,33876;0,001370892;-0,8898538;-0,4562443;-0,06611702;0,4551655;-0,8879489;0,9978112;0,03138304;-0,05821061;0,4551659;0,03138304;-0,05821061;1;-1;0;0
19,9732;2182,379;90,44383;7,128906;112,2499;-7,497735;-3,7834;60,68261;1,92722;93,26977;0,001347139;-0,8714278;-0,4905226;-0,06617191;0,48937;-0,8695623;0,9978076;0,03363046;-0,0570049;0,4893704;0,03363046;-0,0570049;1;-1;0;0
19,9899;2184,254;90,32706;7,067871;112,2514;-7,347661;-3,856637;58,4551;2,053284;93,19579;0,001321495;-0,8516834;-0,5240552;-0,06622553;0,5228306;-0,8498603;0,9978039;0,03582901;-0,05571231;0,5228308;0,03582901;-0,05571231;1;-1;0;0
20,0066;2186,128;90,2127;7,006104;112,2529;-7,194888;-3,923796;56,22746;2,176458;93,11701;0,001293302;-0,8306515;-0,5567915;-0,06627864;0,5554963;-0,8288734;0,9978005;0,03797552;-0,0543361;0,5554966;0,03797552;-0,0543361;1;-1;0;0
20,0233;2188,003;90,10078;6,943604;112,2546;-7,039654;-3,984782;53,99965;2,296269;93,03349;0,001263186;-0,8083639;-0,5886819;-0,06633046;0,5873181;-0,8066336;0,997797;0,04006654;-0,05287729;0,5873183;0,04006654;-0,05287729;1;-1;0;0
20,04;2189,878;89,99135;6,880127;112,2564;-6,882202;-4,039511;51,77167;2,412813;92,94539;0,001231045;-0,7848548;-0,6196789;-0,06638101;0,6182482;-0,783175;0,9977939;0,04209927;-0,05133846;0,6182486;0,04209927;-0,05133846;1;-1;0;0
20,0567;2191,752;89,8844;6,816162;112,2583;-6,722775;-4,087904;49,54353;2,525922;92,85278;0,001197398;-0,7601599;-0,6497352;-0,06643009;0,6482398;-0,758533;0,9977905;0,04407036;-0,04972135;0,64824;0,04407036;-0,04972135;1;-1;0;0
20,0734;2193,627;89,77997;6,751953;112,2603;-6,561621;-4,129894;47,31521;2,635222;92,75587;0,001161247;-0,7343174;-0,6788056;-0,06647825;0,6772476;-0,7327459;0,9977874;0,04597685;-0,04802975;0,6772479;0,04597685;-0,04802975;1;-1;0;0
20,0901;2195,502;89,67807;6,687012;112,2624;-6,398989;-4,165425;45,08672;2,740741;92,65482;0,001123086;-0,7073662;-0,7068465;-0,06652537;0,7052281;-0,7058525;0,9977842;0,04781607;-0,04626581;0,7052283;0,04781607;-0,04626581;1;-1;0;0
20,1068;2197,377;89,57872;6,62207;112,2646;-6,23513;-4,19445;42,85807;2,84214;92,54975;0,001082964;-0,6793481;-0,7338157;-0,06657112;0,7321391;-0,6778944;0,9977813;0,04958519;-0,04443213;0,7321394;0,04958519;-0,04443213;1;-1;0;0
20,1235;2199,251;89,48193;6,556641;112,2669;-6,070298;-4,216933;40,62925;2,939448;92,44084;0,001040637;-0,6503052;-0,7596728;-0,06661552;0,7579403;-0,6489137;0,9977785;0,05128151;-0,04253176;0,7579409;0,05128151;-0,04253176;1;-1;0;0
20,1402;2201,126;89,3877;6,491211;112,2693;-5,904747;-4,232847;38,40028;3,032478;92,32822;0,00099685;-0,6202818;-0,7843785;-0,06665853;0,782593;-0,6189546;0,9977754;0,05290252;-0,04056694;0,7825931;0,05290252;-0,04056694;1;-1;0;0
20,1569;2203,001;89,29602;6,426025;112,2717;-5,738733;-4,242171;36,17115;3,121109;92,21207;0,000950992;-0,589324;-0,8078965;-0,06669965;0,8060602;-0,5880631;0,9977728;0,05444574;-0,03854117;0,8060605;0,05444574;-0,03854117;1;-1;0;0
20,1736;2204,876;89,20691;6,360596;112,2743;-5,572511;-4,244899;33,94187;3,204974;92,09255;0,000903949;-0,5574783;-0,8301913;-0,0667389;0,8283068;-0,5562857;0,9977704;0,05590904;-0,03645678;0,8283073;0,05590904;-0,03645678;1;-1;0;0
20,1903;2206,751;89,12035;6,295654;112,2769;-5,406336;-4,241031;31,71246;3,284259;91,96983;0,000855714;-0,5247935;-0,8512295;-0,06677607;0,8492996;-0,523671;0,9977679;0,05729;-0,03431692;0,8493001;0,05729;-0,03431692;1;-1;0;0
20,207;2208,626;89,03633;6,230957;112,2796;-5,240466;-4,230575;29,48293;3,358646;91,84411;0,000806369;-0,4913189;-0,8709797;-0,06681122;0,8690071;-0,4902682;0,9977655;0,05858666;-0,0321249;0,8690076;0,05858666;-0,0321249;1;-1;0;0
20,2237;2210,501;88,95485;6,166504;112,2824;-5,075153;-4,213552;27,25329;3,428226;91,71557;0,00075572;-0,4571055;-0,8894124;-0,06684436;0,8874001;-0,4561282;0,9977634;0,059797;-0,02988432;0,8874006;0,059797;-0,02988432;1;-1;0;0
20,2404;2212,376;88,87587;6,102783;112,2852;-4,910654;-4,189993;25,02354;3,492614;91,58443;0,00070383;-0,4222051;-0,9065003;-0,0668754;0,9044511;-0,4213027;0,9977613;0,06091918;-0,02759857;0,9044515;0,06091918;-0,02759857;1;-1;0;0
20,2571;2214,252;88,79938;6,039551;112,2881;-4,74722;-4,159936;22,79374;3,551871;91,45087;0,000650838;-0,3866706;-0,9222178;-0,06690431;0,9201347;-0,3858444;0,9977593;0,06195152;-0,02527108;0,920135;0,06195152;-0,02527108;1;-1;0;0
20,2738;2216,127;88,72535;5,977051;112,2911;-4,585103;-4,123433;20,56387;3,605869;91,31513;0,000596372;-0,350556;-0,9365416;-0,06693125;0,9344277;-0,3498074;0,9977575;0,06289253;-0,02290588;0,9344277;0,06289253;-0,02290588;1;-1;0;0
20,2905;2218,002;88,65376;5,915527;112,2941;-4,424551;-4,080544;18,33397;3,65452;91,17742;0,000540476;-0,3139158;-0,9494509;-0,06695604;0,9473088;-0,3132458;0,997756;0,06374083;-0,02050657;0,9473092;0,06374083;-0,02050657;1;-1;0;0
20,3072;2219,877;88,58455;5,854736;112,2972;-4,265812;-4,031338;16,10409;3,697876;91,03791;0,000483684;-0,2768057;-0,9609259;-0,0669786;0,9587591;-0,2762153;0,9977544;0,06449509;-0,01807632;0,9587592;0,06449509;-0,01807632;1;0;0;0
20,3239;2221,753;88,51758;5,794434;112,3003;-4,109128;-3,975896;14,06021;3,732818;90,90868;0,000430658;-0,2424261;-0,9701699;-0,06699749;0,9679831;-0,2419094;0,9977531;0,06510314;-0,01582507;0,9679832;0,06510314;-0,01582507;1;0;0;0
20,3406;2223,628;88,45284;5,734619;112,3035;-3,9549;-3,914949;12,18688;3,760725;90,78918;0,00038174;-0,2106462;-0,9775622;-0,06701317;0,9753595;-0,2101977;0,997752;0,06558978;-0,01374374;0,9753594;0,06558978;-0,01374374;1;0;0;0
20,3573;2225,504;88,39037;5,675537;112,3067;-3,803438;-3,849184;10,46984;3,782893;90,67894;0,000336056;-0,1813223;-0,9834239;-0,06702623;0,9812081;-0,1809367;0,9977514;0,06597602;-0,01182361;0,9812086;0,06597602;-0,01182361;1;0;0;0
20,374;2227,379;88,33015;5,617188;112,3099;-3,65498;-3,779238;8,89616;3,800297;90,57735;0,000293972;-0,1543038;-0,9880235;-0,06703712;0,9857978;-0,1539762;0,9977505;0,06627952;-0,01005429;0,985798;0,06627952;-0,01005429;1;0;0;0
20,3907;2229,255;88,27218;5,55957;112,3131;-3,509701;-3,7057;7,453799;3,813824;90,48386;0,00025493;-0,1294391;-0,9915877;-0,06704619;0,989354;-0,1291648;0,9977502;0,06651513;-0,008426184;0,9893547;0,06651513;-0,008426184;1;0;0;0
20,4074;2231,131;88,21642;5,503174;112,3164;-3,367726;-3,629111;6,131781;3,824182;90,39787;0,000219661;-0,1065785;-0,9943045;-0,06705372;0,9920649;-0,1063533;0,9977495;0,06669518;-0,006928565;0,9920653;0,06669518;-0,006928565;1;0;0;0
20,4241;2233,007;88,16286;5,44751;112,3196;-3,229134;-3,549963;4,920199;3,831956;90,31891;0,000186427;-0,08557687;-0,9963318;-0,06706005;0,9940877;-0,08539671;0,9977491;0,06682998;-0,005553464;0,9940881;0,06682998;-0,005553464;1;0;0;0
20,4408;2234,882;88,11146;5,393066;112,3229;-3,093974;-3,468713;3,809766;3,837574;90,24641;0,000155658;-0,06629527;-0,9978004;-0,06706533;0,9955529;-0,06615645;0,9977489;0,0669281;-0,004291148;0,9955535;0,0669281;-0,004291148;1;0;0;0
20,4575;2236,758;88,06218;5,3396;112,3261;-2,962265;-3,385769;2,792111;3,841552;90,17988;0,000127723;-0,04860169;-0,9988183;-0,06706976;0,9965688;-0,04850082;0,9977484;0,0669967;-0,003132419;0,996569;0,0669967;-0,003132419;1;0;0;0
20,4742;2238,634;88,01498;5,287354;112,3294;-2,834003;-3,301505;1,859306;3,844099;90,11888;0,000101344;-0,03237211;-0,9994761;-0,06707352;0,9972249;-0,03230602;0,9977483;0,06704165;-0,002070249;0,9972254;0,06704165;-0,002070249;1;0;0;0
20,4909;2240,51;87,9698;5,236328;112,3326;-2,709165;-3,216258;1,004442;3,845576;90,06297;7,69E-05;-0,01749019;-0,9998471;-0,06707668;0,9975951;-0,01745597;0,997748;0,06706777;-0,001096463;0,9975953;0,06706777;-0,001096463;1;0;0;0
20,5076;2242,386;87,92662;5,186279;112,3358;-2,587716;-3,130332;0,220287;3,846188;90,01169;5,47E-05;-0,003847372;-0,9999927;-0,06707937;0,9977403;-0,00384238;0,9977478;0,06707908;-0,0002035;0,9977405;0,06707908;-0,0002035;1;0;0;0
20,5243;2244,262;87,88538;5,137695;112,339;-2,469607;-3,043999;-0,4969283;3,846238;89,96469;3,43E-05;0,008656958;-0,9999626;-0,06708166;0,9977101;0,008635152;0,9977475;0,06707884;0,000614935;0,9977102;0,06707884;0,000614935;1;0;0;0
20,541;2246,138;87,84603;5,090332;112,3421;-2,354781;-2,957503;-1,155213;3,845678;89,92164;1,52E-05;0,02011601;-0,9997979;-0,06708366;0,9975455;0,02006967;0,9977476;0,06706978;0,001364575;0,997546;0,06706978;0,001364575;1;0;0;0
20,5577;2248,014;87,80853;5,044434;112,3452;-2,243175;-2,871065;-1,758473;3,844813;89,88218;-2,05E-06;0,03061595;-0,9995313;-0,06708539;0,9972795;0,03054711;0,9977474;0,067054;0,00205184;0,9972798;0,067054;0,00205184;1;0;0;0
20,5744;2249,891;87,77282;4,999512;112,3482;-2,134719;-2,784876;-2,311222;3,843641;89,84605;-1,83E-05;0,04023615;-0,9991905;-0,0670869;0,9969391;0,04014672;0,9977475;0,0670333;0,00268104;0,9969398;0,0670333;0,00268104;1;0;0;0
20,5911;2251,767;87,73886;4,956055;112,3512;-2,029343;-2,699113;-2,817792;3,842214;89,81293;-3,32E-05;0,04904979;-0,9987965;-0,06708822;0,996546;0,0489415;0,9977472;0,06700909;0,003257553;0,9965464;0,06700909;0,003257553;1;0;0;0
20,6078;2253,643;87,70661;4,913818;112,3542;-1,92697;-2,613928;-3,282172;3,840736;89,78262;-4,72E-05;0,05712409;-0,9983673;-0,06708941;0,9961175;0,05699853;0,9977472;0,06698253;0,003785424;0,996118;0,06698253;0,003785424;1;0;0;0
20,6245;2255,52;87,67602;4,872803;112,357;-1,827524;-2,529457;-3,707712;3,839053;89,75484;-5,96E-05;0,06452098;-0,9979166;-0,06709052;0,9956677;0,06437959;0,9977471;0,06695455;0,004269373;0,9956681;0,06695455;0,004269373;1;0;0;0
20,6412;2257,396;87,64703;4,833252;112,3599;-1,73093;-2,445818;-4,097681;3,837421;89,7294;-7,15E-05;0,07129705;-0,9974554;-0,06709152;0,9952074;0,07114117;0,9977471;0,06692585;0,004712312;0,9952078;0,06692585;0,004712312;1;0;0;0
20,6579;2259,272;87,61961;4,794922;112,3626;-1,637109;-2,363116;-4,455137;3,835736;89,70612;-8,27E-05;0,07750432;-0,9969923;-0,06709242;0,9947451;0,0773352;0,997747;0,06689698;0,005117712;0,9947457;0,06689698;0,005117712;1;0;0;0
20,6746;2261,149;87,59372;4,757813;112,3653;-1,545985;-2,281443;-4,782744;3,834102;89,68478;-9,27E-05;0,08319073;-0,9965339;-0,06709334;0,9942877;0,08300946;0,9977469;0,06686845;0,005489354;0,9942881;0,06686845;0,005489354;1;0;0;0
20,6913;2263,025;87,56931;4,721924;112,3679;-1,457482;-2,200874;-5,082995;3,83257;89,66521;-0,000101724;0,08839996;-0,9960852;-0,06709425;0,9938399;0,08820756;0,9977468;0,06684054;0,00583003;0,9938402;0,06684054;0,00583003;1;0;0;0
